#SRC:M87,DATE(MJD):57853,FREQ:229.0707GHz
#time(UTC),T1,T2,U(lambda),V(lambda),Iamp(Jy),Iphase(d),Isigma(Jy)
02.15138894,AA,LM,1868288384.0000,-3689129984.0000,0.01103669,-122.7523,0.00446794
02.15138894,AA,AZ,1900047104.0000,-4939025408.0000,0.14292954,141.7436,0.00643399
02.15138894,AA,AP,646322.5000,-1649662.3750,1.14997319,95.5556,0.00374102
02.15138894,AA,PV,-4362536448.0000,-4938998784.0000,0.11939996,61.8195,0.00326638
02.15138894,AP,AZ,1899467776.0000,-4937364480.0000,0.14007334,33.3850,0.05114294
02.15138894,AP,LM,1867673728.0000,-3687471104.0000,0.05736916,6.8669,0.03471372
02.15138894,AP,PV,-4363181568.0000,-4937350144.0000,0.11801537,-39.6934,0.02706513
02.15138894,AZ,LM,-31770954.0000,1249896576.0000,0.09189975,163.5007,0.05716670
02.15138894,AZ,PV,-6262608896.0000,18184.2285,0.16269742,60.2854,0.04375954
02.15138894,LM,PV,-6230840320.0000,-1249872000.0000,0.02128511,-92.3497,0.03030855
02.15416664,AA,LM,1869339136.0000,-3688825600.0000,0.01564659,-127.8758,0.00436607
02.15416664,AA,AP,645900.8750,-1649562.0000,1.14993671,95.5534,0.00372057
02.15416664,AA,PV,-4361723904.0000,-4939700224.0000,0.11124771,62.8415,0.00313496
02.15416664,AA,AZ,1901845888.0000,-4938727424.0000,0.13293613,141.3162,0.00577055
02.15416664,AP,AZ,1901226880.0000,-4937073664.0000,0.12851975,37.3494,0.05191211
02.15416664,AP,LM,1868673024.0000,-3687181824.0000,0.02152297,-94.2829,0.03575935
02.15416664,AP,PV,-4362387456.0000,-4938035200.0000,0.12551655,-37.3475,0.02750777
02.15416664,AZ,LM,-32582406.0000,1249891456.0000,0.09118853,119.3787,0.06188497
02.15416664,AZ,PV,-6263632896.0000,-979670.3125,0.08171376,70.7716,0.04656224
02.15416664,LM,PV,-6231064064.0000,-1250868096.0000,0.02755017,-100.0285,0.03071229
02.15694451,AA,AP,645479.6875,-1649461.8750,1.14993612,95.5255,0.00376347
02.15694451,AA,AZ,1903624448.0000,-4938432512.0000,0.11145411,139.9387,0.00521885
02.15694451,AA,PV,-4360980480.0000,-4940340224.0000,0.09586419,63.2851,0.00277259
02.15694451,AA,LM,1870344064.0000,-3688534016.0000,0.01299303,-131.5937,0.00357975
02.15694451,AP,AZ,1903016448.0000,-4936776704.0000,0.09214835,14.1787,0.06179503
02.15694451,AP,LM,1869695232.0000,-3686885632.0000,0.05817419,179.1681,0.04239845
02.15694451,AP,PV,-4361579520.0000,-4938730496.0000,0.10617705,-34.2886,0.03206479
02.15694451,AZ,LM,-33342186.0000,1249886464.0000,0.03714130,-51.1541,0.06008806
02.15694451,AZ,PV,-6264606720.0000,-1932238.0000,0.19176377,49.8165,0.04457306
02.15694451,LM,PV,-6231279104.0000,-1251842048.0000,0.03125440,-17.3495,0.03190064
02.15972221,AA,PV,-4360139776.0000,-4941061632.0000,0.12770481,61.9228,0.00366466
02.15972221,AA,AP,645052.2500,-1649360.3750,1.14995976,95.5075,0.00359870
02.15972221,AA,AZ,1905462400.0000,-4938127360.0000,0.15887017,142.0900,0.00632263
02.15972221,AA,LM,1871334656.0000,-3688246016.0000,0.01483537,-126.0575,0.00437285
02.15972221,AP,AZ,1904848512.0000,-4936472576.0000,0.08795204,48.5464,0.04874839
02.15972221,AP,PV,-4360787968.0000,-4939409408.0000,0.16228473,-35.8629,0.02530270
02.15972221,AP,LM,1870689664.0000,-3686596864.0000,0.07095631,75.5014,0.03235066
02.15972221,AZ,PV,-6265596928.0000,-2903713.2500,0.12629424,47.1598,0.04764310
02.15972221,AZ,LM,-34127692.0000,1249881216.0000,0.06351190,69.4773,0.05686877
02.15972221,LM,PV,-6231487488.0000,-1252801664.0000,0.03264974,-173.7362,0.03295413
02.16250008,AA,AP,644618.9375,-1649257.6250,1.14993731,95.5040,0.00382397
02.16250008,AA,LM,1872331008.0000,-3687956224.0000,0.00779034,-131.8290,0.00377339
02.16250008,AA,PV,-4359350272.0000,-4941736448.0000,0.11394178,63.8749,0.00290246
02.16250008,AA,AZ,1907255552.0000,-4937828864.0000,0.12463561,143.0237,0.00534992
02.16250008,AP,PV,-4359979008.0000,-4940100608.0000,0.11939382,-45.7038,0.03186209
02.16250008,AP,AZ,1906585984.0000,-4936183808.0000,0.14521749,19.3890,0.05740412
02.16250008,AP,LM,1871670144.0000,-3686311680.0000,0.08332965,-74.4429,0.03967358
02.16250008,AZ,LM,-34875204.0000,1249876096.0000,0.01567483,-85.7373,0.06341356
02.16250008,AZ,PV,-6266619904.0000,-3911418.5000,0.13384756,31.3846,0.04551712
02.16250008,LM,PV,-6231696384.0000,-1253777024.0000,0.03111201,-102.2355,0.03080451
02.16527778,AA,LM,1873350656.0000,-3687659008.0000,0.02147632,-120.7621,0.00487474
02.16527778,AA,AP,644203.7500,-1649159.3750,1.14993651,95.4858,0.00376974
02.16527778,AA,AZ,1909035904.0000,-4937532416.0000,0.14199732,141.8491,0.00621666
02.16527778,AA,PV,-4358542336.0000,-4942425088.0000,0.11870655,61.9959,0.00330560
02.16527778,AP,AZ,1908445952.0000,-4935874048.0000,0.08250054,97.8061,0.05193718
02.16527778,AP,LM,1872700544.0000,-3686011648.0000,0.08452978,149.2632,0.03542683
02.16527778,AP,PV,-4359200256.0000,-4940764672.0000,0.13440106,-49.4554,0.02584514
02.16527778,AZ,PV,-6267615744.0000,-4895490.0000,0.17279195,39.4659,0.04550990
02.16527778,AZ,LM,-35701384.0000,1249870208.0000,0.04779408,162.2774,0.05726785
02.16527778,LM,PV,-6231904768.0000,-1254765696.0000,0.05512596,30.2496,0.03172272
02.16805547,AA,AP,643769.8750,-1649056.7500,1.14996030,95.4836,0.00386577
02.16805547,AA,LM,1874387328.0000,-3687356416.0000,0.01088556,-119.1265,0.00367700
02.16805547,AA,AZ,1910817280.0000,-4937235456.0000,0.11232093,140.3005,0.00502418
02.16805547,AA,PV,-4357750784.0000,-4943098368.0000,0.10211837,62.5414,0.00261579
02.16805547,AP,AZ,1910229504.0000,-4935576576.0000,0.04078793,76.5310,0.06433574
02.16805547,AP,LM,1873720448.0000,-3685713920.0000,0.02469573,-145.8899,0.04515604
02.16805547,AP,PV,-4358397440.0000,-4941446656.0000,0.13217438,-43.2285,0.03274795
02.16805547,AZ,LM,-36466744.0000,1249864832.0000,0.11768356,100.3947,0.06282590
02.16805547,AZ,PV,-6268592640.0000,-5864365.0000,0.13680294,75.8009,0.04364465
