#SRC:M87,DATE(MJD):57849,FREQ:227.0707GHz
#time(UTC),T1,T2,U(lambda),V(lambda),Iamp(Jy),Iphase(d),Isigma(Jy)
00.86805555,AA,PV,-4396973056.0000,-4510950912.0000,0.13778746,178.1494,0.00382148
00.87083334,AA,PV,-4397497344.0000,-4511639040.0000,0.13610664,-179.6852,0.00413867
00.87361112,AA,PV,-4398009344.0000,-4512314368.0000,0.13498885,179.0204,0.00400464
00.87638891,AA,PV,-4398538752.0000,-4513015296.0000,0.13268795,179.9253,0.00369624
00.87916669,AA,PV,-4399071744.0000,-4513724416.0000,0.13363592,-179.9987,0.00404669
00.88194448,AA,PV,-4399568384.0000,-4514388480.0000,0.14914336,179.4078,0.00422751
00.88472226,AA,PV,-4400059904.0000,-4515048960.0000,0.10290976,-176.5537,0.00509681
00.88749996,AA,PV,-4400604160.0000,-4515782656.0000,0.11012661,178.4482,0.00425708
00.89027774,AA,PV,-4401078272.0000,-4516425728.0000,0.08502295,179.8941,0.00514792
00.89305553,AA,PV,-4401664000.0000,-4517223936.0000,0.09137046,175.8541,0.00538716
00.89583331,AA,PV,-4402110464.0000,-4517835264.0000,0.14424907,179.6672,0.00387149
00.89861110,AA,PV,-4402611712.0000,-4518523904.0000,0.12934931,-179.7326,0.00389839
00.90138888,AA,PV,-4403101184.0000,-4519200256.0000,0.14337428,178.6221,0.00426354
00.90416667,AA,PV,-4403603968.0000,-4519898624.0000,0.13057758,-177.4469,0.00395061
00.90694445,AA,PV,-4404088320.0000,-4520574464.0000,0.13804132,178.0145,0.00404366
00.90972224,AA,PV,-4404595200.0000,-4521284608.0000,0.14168433,179.6168,0.00400960
00.91250002,AA,PV,-4405081088.0000,-4521969664.0000,0.14219970,178.5576,0.00448849
00.91527781,AA,PV,-4405568000.0000,-4522658816.0000,0.14645234,179.2725,0.00413092
00.91805559,AA,PV,-4406060544.0000,-4523360256.0000,0.13197317,178.0721,0.00402536
00.92083329,AA,PV,-4406531584.0000,-4524034048.0000,0.14270234,-176.6002,0.00398005
00.92361107,AA,PV,-4407017472.0000,-4524731904.0000,0.14145712,178.5959,0.00382922
00.92638886,AA,PV,-4407493632.0000,-4525419520.0000,0.14303260,177.2372,0.00400584
00.92916664,AA,PV,-4407959040.0000,-4526095360.0000,0.14452819,-178.4738,0.00387226
00.93194443,AA,PV,-4408439808.0000,-4526796288.0000,0.14200129,179.4613,0.00376919
00.93472221,AA,PV,-4408913920.0000,-4527492096.0000,0.13717920,-179.8797,0.00394855
