#SRC:M87,DATE(MJD):57848,FREQ:227.0707GHz
#time(UTC),T1,T2,U(lambda),V(lambda),Iamp(Jy),Iphase(d),Isigma(Jy)
00.76805556,AA,PV,-4361512960.0000,-4470103552.0000,0.15033433,172.4572,0.00471922
00.76805556,AA,AP,827619.3125,-1707234.0000,1.12963699,135.1223,0.00488885
00.76805556,AA,LM,1072227456.0000,-3800254720.0000,0.03032000,12.2844,0.00521007
00.76805556,AP,PV,-4362360832.0000,-4468417536.0000,0.15290092,41.2208,0.03343389
00.76805556,AP,LM,1071424192.0000,-3798544896.0000,0.06321539,129.3167,0.03840389
00.76805556,LM,PV,-5433717248.0000,-669843584.0000,0.05665593,-170.7687,0.03646299
00.77083334,AA,LM,1073707584.0000,-3800087808.0000,0.03674300,25.1203,0.00569117
00.77083334,AA,PV,-4362169856.0000,-4470780416.0000,0.13325266,177.7372,0.00493640
00.77083334,AA,AP,827441.8125,-1707103.6250,1.12972418,135.1308,0.00551614
00.77083334,AP,LM,1072854272.0000,-3798383616.0000,0.06354935,-139.5181,0.03962198
00.77083334,AP,PV,-4363015680.0000,-4469091840.0000,0.13715241,49.0016,0.03365307
00.77083334,LM,PV,-5435853824.0000,-670688320.0000,0.04823490,-72.1210,0.03404923
00.77361113,AA,AP,827259.5000,-1706970.1250,1.12980294,135.0893,0.00586514
00.77361113,AA,LM,1075207808.0000,-3799918080.0000,0.02626570,26.9267,0.00585681
00.77361113,AA,PV,-4362848768.0000,-4471481856.0000,0.14047216,172.7081,0.00499082
00.77361113,AP,LM,1074395136.0000,-3798209536.0000,0.03686916,-106.9167,0.03786170
00.77361113,AP,PV,-4363681792.0000,-4469780480.0000,0.14790344,4.0651,0.03294289
00.77361113,LM,PV,-5438078464.0000,-671569408.0000,0.03799645,-92.8017,0.03475243
00.77638891,AA,PV,-4363486208.0000,-4472142336.0000,0.15289748,177.6070,0.00507216
00.77638891,AA,AP,827092.6250,-1706848.2500,1.12955692,135.2066,0.00532007
00.77638891,AA,LM,1076689408.0000,-3799750400.0000,0.02551626,27.6287,0.00558372
00.77638891,AP,LM,1075856896.0000,-3798044160.0000,0.04365261,147.2192,0.03808459
00.77638891,AP,PV,-4364327936.0000,-4470450688.0000,0.15271498,43.0673,0.03116231
00.77638891,LM,PV,-5440235008.0000,-672424960.0000,0.03484754,-95.0309,0.03469265
00.77916670,AA,AP,826908.0625,-1706713.7500,1.12975784,135.1295,0.00543727
00.77916670,AA,LM,1078163072.0000,-3799583232.0000,0.00597831,55.2946,0.00616169
00.77916670,AA,PV,-4364156928.0000,-4472840192.0000,0.15395950,173.5465,0.00526761
00.77916670,AP,PV,-4365000704.0000,-4471151104.0000,0.15996496,35.0547,0.03055984
00.77916670,AP,LM,1077348608.0000,-3797875200.0000,0.03882540,-133.6690,0.03297526
00.77916670,LM,PV,-5442287616.0000,-673240832.0000,0.02386712,-107.6675,0.03464518
00.78194448,AA,AP,826736.8125,-1706589.3750,1.12960163,135.1453,0.00526444
00.78194448,AA,LM,1079663616.0000,-3799412736.0000,0.02326850,26.6928,0.00568229
00.78194448,AA,PV,-4364805120.0000,-4473517568.0000,0.14225063,172.3202,0.00496486
00.78194448,AP,LM,1078855936.0000,-3797703936.0000,0.02297133,-59.8860,0.03832619
00.78194448,AP,PV,-4365624320.0000,-4471802880.0000,0.14974868,47.9245,0.03199008
00.78194448,LM,PV,-5444471808.0000,-674110400.0000,0.02010108,-55.4291,0.03537876
00.78472218,AA,PV,-4365448192.0000,-4474191360.0000,0.13355681,177.4838,0.00561939
00.78472218,AA,AP,826559.5625,-1706460.8750,1.12940724,135.2111,0.00552052
00.78472218,AA,LM,1081146112.0000,-3799244032.0000,0.01693311,23.1425,0.00604107
00.78472218,AP,LM,1080270464.0000,-3797543168.0000,0.02619365,-85.2184,0.03468021
00.78472218,AP,PV,-4366288896.0000,-4472499712.0000,0.14205088,34.8200,0.02915218
00.78472218,LM,PV,-5446611968.0000,-674963968.0000,0.04314217,-65.2101,0.03459489
00.78749996,AA,AP,826371.7500,-1706325.1250,1.12940854,135.0641,0.00551697
00.78749996,AA,LM,1082684672.0000,-3799068416.0000,0.01030057,39.4934,0.00639229
00.78749996,AA,PV,-4366111744.0000,-4474889728.0000,0.16038686,175.4011,0.00536467
00.78749996,AP,LM,1081806592.0000,-3797368064.0000,0.06131687,-169.6236,0.03321179
00.78749996,AP,PV,-4366933504.0000,-4473178624.0000,0.14965003,43.3588,0.02901965
00.78749996,LM,PV,-5448738304.0000,-675813376.0000,0.03689021,-167.7817,0.03535970
00.79027775,AA,PV,-4366735872.0000,-4475549184.0000,0.12899170,174.7124,0.00376719
00.79027775,AA,AP,826197.8125,-1706199.7500,1.12972635,135.2131,0.00487276
00.79027775,AA,LM,1084119296.0000,-3798904576.0000,0.01554856,38.3299,0.00420793
00.79027775,AP,LM,1083290752.0000,-3797198592.0000,0.01749585,-139.4584,0.04559843
00.79027775,AP,PV,-4367592960.0000,-4473875456.0000,0.13835517,60.4903,0.03909643
00.79027775,LM,PV,-5450774528.0000,-676628480.0000,0.06897899,-160.7791,0.03703362
00.79305553,AA,LM,1085570432.0000,-3798738432.0000,0.02351347,21.7484,0.00428192
00.79305553,AA,PV,-4367415808.0000,-4476269568.0000,0.11400796,175.5818,0.00375827
00.79305553,AA,AP,826016.8125,-1706069.6250,1.12960846,135.2089,0.00476940
00.79305553,AP,LM,1084796416.0000,-3797026560.0000,0.05627966,103.0693,0.04360995
00.79305553,AP,PV,-4368228864.0000,-4474550272.0000,0.11948335,31.0405,0.03751385
00.79305553,LM,PV,-5452942848.0000,-677497536.0000,0.10462366,-89.2027,0.03520559
00.79583332,AA,PV,-4368030720.0000,-4476923904.0000,0.10057160,176.5975,0.00362109
00.79583332,AA,LM,1087077888.0000,-3798565632.0000,0.01587182,43.5830,0.00385134
00.79583332,AA,AP,825836.5625,-1705940.3750,1.12955127,135.2232,0.00470921
00.79583332,AP,LM,1086301952.0000,-3796854016.0000,0.05825353,-31.5564,0.05231200
00.79583332,AP,PV,-4368869888.0000,-4475232256.0000,0.09904034,34.7521,0.04292287
00.79583332,LM,PV,-5455111168.0000,-678368576.0000,0.06839942,-112.8658,0.03365932
00.79861110,AA,AP,825653.9375,-1705809.8750,1.12971313,135.1287,0.00514298
00.79861110,AA,LM,1088577920.0000,-3798393344.0000,0.01063688,25.0958,0.00367737
00.79861110,AA,PV,-4368685056.0000,-4477623296.0000,0.09843325,177.6090,0.00310232
00.79861110,AP,LM,1087714560.0000,-3796691968.0000,0.06557325,33.1108,0.05426428
00.79861110,AP,PV,-4369521152.0000,-4475928576.0000,0.09656831,56.3153,0.04777056
00.79861110,LM,PV,-5457276928.0000,-679239872.0000,0.03112338,169.0839,0.03436193
00.80138889,AA,PV,-4369340928.0000,-4478326784.0000,0.14114219,173.4897,0.00503350
00.80138889,AA,AP,825474.6875,-1705682.0000,1.12979208,135.1883,0.00498168
00.80138889,AA,LM,1090071168.0000,-3798221568.0000,0.01276115,65.1940,0.00547381
00.80138889,AP,LM,1089223424.0000,-3796518400.0000,0.05188561,-155.6828,0.03549338
00.80138889,AP,PV,-4370135552.0000,-4476587520.0000,0.14573457,43.4538,0.03115096
00.80138889,LM,PV,-5459303936.0000,-680056832.0000,0.01760200,-90.6182,0.03435106
00.80416667,AA,AP,825290.6250,-1705551.0000,1.12957349,135.1154,0.00512904
00.80416667,AA,LM,1091576192.0000,-3798048000.0000,0.02158552,23.1901,0.00556206
00.80416667,AA,PV,-4369949184.0000,-4478981632.0000,0.13457237,176.3600,0.00470374
00.80416667,AP,PV,-4370785280.0000,-4477287424.0000,0.14017922,42.3832,0.03261358
00.80416667,AP,LM,1090707072.0000,-3796347648.0000,0.04532309,-84.7400,0.03644605
00.80416667,LM,PV,-5461454848.0000,-680925184.0000,0.04400320,-104.1699,0.03590600
00.80694446,AA,LM,1092984832.0000,-3797885440.0000,0.02774491,39.0108,0.00512374
00.80694446,AA,AP,825111.1250,-1705423.7500,1.12939118,135.2394,0.00490020
00.80694446,AA,PV,-4370590720.0000,-4479674368.0000,0.13525844,176.0179,0.00433814
00.80694446,AP,LM,1092180224.0000,-3796177664.0000,0.06758861,-85.7311,0.03781127
00.80694446,AP,PV,-4371416064.0000,-4477968896.0000,0.14893700,46.9421,0.03274230
00.80694446,LM,PV,-5463606784.0000,-681795584.0000,0.01874700,178.1806,0.03353007
00.80972224,AA,LM,1094460928.0000,-3797714688.0000,0.02396816,22.7288,0.00430297
00.80972224,AA,AP,824928.6875,-1705294.6250,1.12946196,135.1152,0.00484181
00.80972224,AA,PV,-4371221504.0000,-4480358400.0000,0.11071146,174.9792,0.00357369
00.80972224,AP,PV,-4372036096.0000,-4478641664.0000,0.11452788,27.0546,0.04196674
00.80972224,AP,LM,1093660288.0000,-3796006656.0000,0.07975986,-147.6087,0.04435706
00.80972224,LM,PV,-5465761280.0000,-682668608.0000,0.03586382,-60.7336,0.03665289
00.81250003,AA,PV,-4371857408.0000,-4481050624.0000,0.12423471,176.9920,0.00466342
00.81250003,AA,AP,824745.5000,-1705165.3750,1.12946342,135.1890,0.00501030
00.81250003,AA,LM,1095988992.0000,-3797537792.0000,0.01755105,18.7913,0.00480785
00.81250003,AP,PV,-4372658176.0000,-4479319552.0000,0.13417261,31.2452,0.03593151
00.81250003,AP,LM,1095115008.0000,-3795838208.0000,0.02786587,-44.6159,0.03966886
00.81250003,LM,PV,-5467793920.0000,-683493696.0000,0.02951954,-64.0085,0.03572712
00.81527781,AA,PV,-4372462080.0000,-4481711616.0000,0.11442950,176.9822,0.00362178
00.81527781,AA,AP,824559.6875,-1705034.6250,1.12962692,135.1635,0.00494645
00.81527781,AA,LM,1097443072.0000,-3797368832.0000,0.01232925,44.2965,0.00383639
00.81527781,AP,LM,1096597888.0000,-3795666432.0000,0.05750727,174.6615,0.04849161
00.81527781,AP,PV,-4373288448.0000,-4480008704.0000,0.11567173,26.5479,0.04203975
00.81527781,LM,PV,-5469960704.0000,-684374720.0000,0.05942737,-104.6352,0.03339986
00.81805560,AA,AP,824378.0625,-1704907.0000,1.12942184,135.1205,0.00545037
00.81805560,AA,PV,-4373108224.0000,-4482420736.0000,0.16675105,176.1627,0.00551138
00.81805560,AA,LM,1098943232.0000,-3797194496.0000,0.02503126,28.4825,0.00595286
00.81805560,AP,PV,-4373933056.0000,-4480716288.0000,0.17581008,32.3993,0.03189810
00.81805560,AP,LM,1098117248.0000,-3795489792.0000,0.01702143,166.0401,0.03395642
00.81805560,LM,PV,-5472024064.0000,-685215168.0000,0.06595281,148.0475,0.03410209
00.82083330,AA,PV,-4373714432.0000,-4483088384.0000,0.14576354,174.5892,0.00493889
00.82083330,AA,AP,824198.6875,-1704781.3750,1.12952024,135.1785,0.00515415
